ticket_volume,deadline_proximity,sleep_quality,complexity,interruptions,eeg_beta,eeg_alpha,eeg_delta,eeg_theta,state_label
1,1,1,0,3,0.23237715315337637,0.743096796753998,0.3636743180080443,0.9545488642802137,Distracted
1,1,2,1,1,0.377283014678486,0.6305857827454596,0.6595674569323826,0.33257502084054963,Fatigued
1,0,1,2,0,0.33584025157623704,0.6453567753829972,0.29805934757874736,0.0,Relaxed
3,1,1,2,3,0.596666325162374,0.41435073044650605,0.35673344681231745,0.9859372125348773,Distracted
2,1,2,1,0,0.41296649812542735,0.5287209698487358,0.6576942147189432,0.05251964732566126,Fatigued
2,0,2,3,0,0.5373549277528125,0.42556056760637206,0.6790429438365091,0.006106674896102961,Fatigued
1,1,2,3,3,0.4697344524466815,0.5161118327666552,0.6748866368587475,0.9419771576494715,Fatigued
2,3,1,3,0,0.8325100993454124,0.1848090478417186,0.3319983554719958,0.0,Stressed
0,0,1,1,2,0.02403090473135648,0.9338857934548902,0.3801897934112814,0.6669640355831782,Distracted
2,2,1,2,3,0.6193695481795422,0.3883180473478416,0.38547758044344926,0.9284664900956376,Distracted
0,0,1,2,0,0.1155183703423155,0.8589626740642549,0.3294915607349513,0.0,Relaxed
1,0,1,2,3,0.21524792574795387,0.7590250294442846,0.2826453909447643,0.9806415000268688,Distracted
1,2,1,1,3,0.5324356378309486,0.5525410083369936,0.3766695997789754,0.9768944697069318,Distracted
1,0,2,1,0,0.09341971461085616,0.964427244223003,0.6180088000912992,0.0,Relaxed
1,3,2,0,3,0.6150147968593991,0.390672571687765,0.5574262666105221,0.9168275889285804,Distracted
1,0,3,2,0,0.2081809400037997,0.8842052661336283,0.9443964448037339,0.0,Fatigued
2,1,2,2,1,0.6250278925955544,0.34947042427733693,0.67291598400569,0.24699744794484232,Fatigued
2,1,1,1,3,0.48306947005989564,0.5483562592244586,0.49301310000929066,1.0,Distracted
1,1,1,2,2,0.4648489088514693,0.5651957737298031,0.41979101658726264,0.6115792201229318,Focused
1,3,3,0,2,0.5670344237027732,0.4288694835800698,0.9376241251564251,0.67119051592046,Fatigued
3,0,0,2,3,0.42130340855330406,0.5945607117322127,0.026371963590800643,0.9620645771627571,Distracted
2,1,1,2,1,0.47961032112736607,0.565134456863456,0.37981130105727173,0.3513476682699483,Focused
2,1,2,1,3,0.438712038556548,0.5104766637000953,0.6973986002327329,0.9742058768609673,Fatigued
1,3,1,0,1,0.4804414389947944,0.47847251914757677,0.2821869996526793,0.3958348276794872,Focused
1,3,1,0,2,0.47100936935236964,0.5210778754618517,0.3847390679696132,0.6279736511341953,Focused
1,0,1,2,3,0.30537622885110904,0.7344234561235324,0.2920888949864202,0.9969594620704816,Distracted
2,2,2,3,1,0.8361402578736579,0.2012929506607618,0.6507035130719849,0.2794618168501703,Fatigued
1,0,1,3,0,0.3347864731808994,0.6928985699137901,0.3592284160560294,0.0,Relaxed
2,0,0,3,2,0.39873215047189586,0.6311374007358684,0.027281885486548148,0.6206287388449092,Relaxed
2,0,2,0,2,0.278198427816743,0.7242184497921931,0.5940264971075053,0.6037959157574544,Relaxed
0,1,1,3,3,0.36662733896765004,0.60195076231654,0.2200200366097537,0.9808124231604308,Distracted
1,0,2,1,2,0.174867223729889,0.7866481549807042,0.7186362711200875,0.6368691167295655,Fatigued
2,1,1,2,3,0.5472597882325883,0.41724191220970985,0.23040973340877952,1.0,Distracted
1,2,1,2,2,0.5682550327337376,0.33640783584354256,0.3101803284276896,0.6963043718138895,Distracted
1,3,0,2,3,0.6870832331291905,0.28186793441866886,0.0,1.0,Distracted
1,2,0,1,2,0.4356926996915273,0.5027949763435352,0.01531291282428697,0.6188622447129104,Focused
1,3,2,0,1,0.5254969557735899,0.4491810294675458,0.7188338929188076,0.3179052129839707,Fatigued
0,1,3,0,1,0.19610848141449214,0.7608915815908492,0.9942949496013458,0.3736209083749672,Fatigued
0,1,1,3,1,0.2853475599247107,0.6755745063815354,0.36077923352797703,0.3285558312794306,Relaxed
0,0,0,2,0,0.2052076645971023,0.8330519212671601,0.01549156503228754,0.08865363418978839,Relaxed
1,3,2,0,2,0.5504740334267724,0.47659331870462984,0.6965011351549808,0.6271743943314791,Fatigued
1,3,0,2,3,0.677225448552839,0.33189020543850833,0.0,0.9450466694941825,Distracted
0,0,2,2,3,0.11128157941656959,0.8287431713460977,0.6890904588524056,0.9519488959654863,Fatigued
2,0,2,2,1,0.42030034398096133,0.605814956702206,0.6104204290760685,0.3246656854786435,Focused
0,1,0,3,2,0.3466214161228683,0.6609959032174713,0.0819348508875647,0.6358771484159886,Relaxed
1,2,0,0,0,0.37660728683959616,0.68349843727099,0.07329374083678718,0.0,Relaxed
1,3,1,0,2,0.5631275972930081,0.4239818752703604,0.3168872398199577,0.7143820057608632,Distracted
0,3,3,3,2,0.6343817441163814,0.29262800722378285,0.9990388908095863,0.6972110642588777,Fatigued
1,3,2,1,3,0.5775022482144547,0.34520233212751683,0.6189060685865495,0.932188120998733,Distracted
1,0,3,1,0,0.1510631135112746,0.7977823996314064,1.0,0.0,Fatigued
2,1,0,2,3,0.5251314814654746,0.5096741167877629,0.0,0.9667088132963736,Distracted
1,0,2,3,0,0.2874592433564895,0.6043325327593896,0.7031227518050085,0.0,Fatigued
2,2,0,0,0,0.595519595587823,0.47944472263362015,0.023100620539321354,0.0,Focused
0,1,2,0,3,0.19082373140052517,0.7971432244606006,0.6955572259811974,0.9482221220077245,Fatigued
1,2,2,0,1,0.34292664747250123,0.6476904906620341,0.7293547291355722,0.2499571204211754,Fatigued
2,0,1,1,3,0.342172958961186,0.6943012246548429,0.3419351784086915,0.9738785165137507,Distracted
1,2,3,2,3,0.5075919810283247,0.41424492973003335,1.0,1.0,Fatigued
1,0,1,3,3,0.3040176327722406,0.6428360940412695,0.3495539459609329,0.9635699144273564,Distracted
2,1,3,1,3,0.5197309826075615,0.5048471085344439,0.9924995678959165,0.9782297363379572,Fatigued
3,0,2,0,2,0.43411239162458337,0.5427612465447212,0.6671747312005468,0.6658562030259558,Fatigued
0,1,2,0,1,0.14791067886607445,0.8690732738581013,0.6362658626506847,0.2884288598211672,Relaxed
2,3,1,0,3,0.5961032298412864,0.3913669721888771,0.30471460615034923,0.8998494439141307,Distracted
1,1,1,2,2,0.44955396724604474,0.6037928926164294,0.3954021386787101,0.6662422763364408,Distracted
0,1,3,0,2,0.13128800724676848,0.8849424567350709,1.0,0.7348331287911327,Fatigued
0,2,1,3,0,0.453698783311483,0.5306501206456168,0.3572457169139471,0.030612161914250938,Focused
3,1,1,2,0,0.6896452068815188,0.31408140533988743,0.37706130365152507,0.0,Focused
2,2,1,0,1,0.6416821543671778,0.45933898316869043,0.3367911132979343,0.36895758915282506,Focused
2,3,1,1,2,0.6918090266643531,0.33244446256394505,0.25787188271746025,0.649186561638366,Focused
2,2,2,2,2,0.6025171679422551,0.3842346512299169,0.6873727032292035,0.6809740123155753,Fatigued
2,0,1,0,3,0.23616908739555337,0.7408305033639505,0.3176720870525591,0.9903411467753445,Distracted
1,1,3,1,0,0.25363887765355253,0.7753458146100276,1.0,0.023388221817138954,Fatigued
2,0,1,0,0,0.30721370063620534,0.6925886827579882,0.3835593020903762,0.05465820415709204,Relaxed
2,2,1,0,2,0.5046198748639208,0.564954638580922,0.3562716587467464,0.6001582474361868,Focused
1,2,2,3,1,0.6361252340780295,0.3419741122987354,0.641190425651244,0.36918760771332176,Focused
1,3,1,3,2,0.7679921035365789,0.19300183632250234,0.3027916169551469,0.7726119677000934,Stressed
1,1,1,1,3,0.33414614583652463,0.6560669965483508,0.24237623120109542,0.8869198646944875,Distracted
3,0,0,3,3,0.5455478661226685,0.45454058634682626,0.04032156396813235,0.965582971943657,Distracted
2,2,2,1,0,0.6064764090342714,0.4034494712645336,0.6426911391307522,0.0,Focused
2,2,1,1,2,0.5791027747158849,0.4662207217346576,0.33082721619746447,0.6743154236403865,Distracted
3,0,1,2,1,0.42941477680876344,0.6101072537601794,0.3484529104287042,0.32470340274043713,Focused
3,1,0,3,0,0.8636251794444323,0.13355335109142125,0.0,0.04995330528686631,Stressed
0,2,2,0,1,0.29392020854084644,0.7419977105270031,0.6246218268146198,0.41582933032192637,Relaxed
0,2,1,1,1,0.34965759459223783,0.7078117872145528,0.3541236174531378,0.3541145133256803,Relaxed
2,0,0,3,0,0.5257274720810132,0.5129717650363692,0.0,0.06227852878378033,Focused
2,1,1,1,2,0.5074876553783185,0.49472639032410487,0.32762339888939446,0.6502418870838408,Distracted
2,0,0,3,3,0.5128923054242334,0.44897037840057996,0.009380048377259847,0.9997833141185123,Distracted
0,2,1,0,1,0.25405881393758256,0.6756763129814185,0.2918518114364632,0.30450990634899133,Relaxed
3,0,1,3,1,0.6497931417706265,0.3098553156156501,0.31553846404359526,0.3715841388114445,Focused
1,2,1,1,0,0.35258555886116305,0.6386005560570164,0.2514173837535094,0.06709357359707595,Relaxed
1,3,2,0,1,0.5156803575697034,0.4827935231415226,0.6868878008890187,0.2965883933658076,Fatigued
0,0,1,0,1,0.0025231025182448495,0.9552986628999828,0.3080395323031559,0.35251965420697634,Relaxed
1,1,2,0,1,0.2359191727827093,0.7778633545832756,0.773090568078779,0.3827645278593556,Fatigued
1,3,1,1,3,0.6136102862422654,0.40231094820346286,0.2965487403823741,1.0,Distracted
0,0,2,0,1,0.05753717318208312,0.9457888986042717,0.7044109299870492,0.2444574397609837,Fatigued
0,1,2,1,3,0.1363958254860715,0.8966761003246688,0.5873194427966735,0.9240280889042464,Distracted
2,0,2,2,1,0.40045868276977437,0.5939548311782844,0.6867301936519826,0.3223309852916107,Fatigued
2,0,2,1,0,0.2974506171355133,0.6918966487952731,0.6817469953065547,0.05072999301278456,Fatigued
1,2,2,2,2,0.4953872852254464,0.5765632546544871,0.5918438120154165,0.6735720060192241,Distracted
1,0,2,2,3,0.21822731101156656,0.814477337517232,0.6907542535347987,0.9789239248975802,Fatigued
0,2,2,1,1,0.4167663725280699,0.6371702895093133,0.762166291738109,0.39837772814033384,Fatigued
1,1,2,3,3,0.4496023506386918,0.553081578321628,0.7135755083738029,1.0,Fatigued
1,1,1,3,3,0.5138294648511008,0.4551208832267966,0.29116837079391866,1.0,Distracted
2,3,0,2,0,0.9165120636112503,0.08459930791558602,0.06347309585557577,0.0,Stressed
0,1,1,1,1,0.3005896759163722,0.7265835226367667,0.3573453782466154,0.3675168047918719,Relaxed
3,1,1,2,1,0.691263812008179,0.32423802505450894,0.29750396623629327,0.2709763715688348,Focused
0,2,1,2,2,0.29815377168412976,0.58055053974449,0.3208533051863471,0.6577526596385105,Distracted
1,3,1,2,3,0.6961457196321075,0.27200828915980607,0.30949369115657166,1.0,Distracted
2,3,1,3,0,0.939553139079003,0.0,0.2694204511132617,0.0908843347658505,Stressed
0,0,0,1,2,0.08250108491536463,0.9218989662553706,0.0,0.6664092121440538,Distracted
2,1,1,3,0,0.6291609780064374,0.3310610201529026,0.26941994157816146,0.0,Focused
3,3,2,0,3,0.8131269183956966,0.21397275298880886,0.6646252643628721,0.9750330184709258,Fatigued
1,2,2,0,1,0.3696244001626624,0.6263710460154829,0.6492335673823623,0.3026673839691307,Relaxed
1,2,2,3,3,0.5932550770649434,0.3871130926959859,0.7476894073050326,0.8823151668325769,Fatigued
1,0,2,2,2,0.29705766242170895,0.674627120974467,0.6539653015832273,0.6952720895502854,Fatigued
3,0,1,0,3,0.28788216015820284,0.620820969350831,0.29831847937862477,1.0,Distracted
2,3,1,0,1,0.6056342400144412,0.3452923013736765,0.2630126937165017,0.3611694470260006,Focused
2,0,2,0,3,0.270832139226647,0.7244806495974574,0.6513298310083511,0.9850493805704776,Fatigued
2,3,3,3,1,0.9329208820957511,0.12864458550913477,1.0,0.34874039787557826,Fatigued
1,3,2,0,2,0.5095222068967036,0.5510298428903116,0.6392625283981118,0.6351687093736406,Focused
2,0,3,0,3,0.2451309298772173,0.7370685926009339,0.9890814736640328,1.0,Fatigued
2,1,1,2,3,0.5345207802466769,0.47568948402182637,0.27984283064000237,1.0,Distracted
1,0,1,2,3,0.3570683952473631,0.6898508600209778,0.32533732948736727,0.9695127027397314,Distracted
0,3,1,2,2,0.5457289973412952,0.43052722135944144,0.2613159412124308,0.6108148332108114,Focused
0,3,2,0,3,0.45113666276923015,0.4579378401185272,0.6107640737799936,0.99747797700521,Distracted
1,3,0,3,0,0.7902421290439158,0.25753649522967287,0.0,0.01860540999646212,Stressed
0,1,1,0,1,0.11786875596038475,0.8928533048610263,0.3183924046519068,0.48565691986769755,Relaxed
2,2,1,0,1,0.5564223945664364,0.5194009175000676,0.41037259153516104,0.31150699248295954,Focused
1,1,1,2,3,0.34152709422015637,0.6290705657025574,0.39850316446912937,0.9943207536626008,Distracted
2,2,2,2,3,0.6462449858239026,0.3325081998801259,0.6542483897218669,0.9910582582584381,Fatigued
2,1,2,2,3,0.6162839768551185,0.3619999611735718,0.6976922640693138,1.0,Fatigued
1,2,1,2,1,0.6106456619599151,0.38235480255585846,0.40536442814070844,0.3369549479268273,Focused
2,0,1,2,1,0.46656958631690737,0.46804648756108785,0.29722124714668857,0.3085527201848035,Focused
2,0,1,3,2,0.48121505546205484,0.5228359048278403,0.3149453809658872,0.6917427002460227,Distracted
2,1,1,1,0,0.41717247754317904,0.5604644058651694,0.30401821948847746,0.0,Focused
1,3,1,2,0,0.6623841606343728,0.3839991713699386,0.3033778988757523,0.0,Focused
0,2,1,1,0,0.2744799731934739,0.7257324312745406,0.2637903139130019,0.05748807331166322,Relaxed
1,0,3,3,0,0.3808458540255376,0.6656481797702737,1.0,0.06450122022788958,Fatigued
0,1,1,1,1,0.20568250079164027,0.8278356025741318,0.39398862908394405,0.2834078293730746,Relaxed
1,0,2,2,2,0.20643082961313386,0.8008601618739878,0.6532826923114308,0.7371775701478007,Fatigued
2,1,2,2,3,0.4699968119044813,0.5467025925934414,0.684852254501844,1.0,Fatigued
0,1,2,0,2,0.1315334374854385,0.8226139636588364,0.6842583585369956,0.7565756587384665,Fatigued
1,2,3,0,2,0.3819042242506643,0.6396251763805652,1.0,0.6923326291339229,Fatigued
1,3,2,2,2,0.6571980589535773,0.2426875765037953,0.6241462406245858,0.7017585650235023,Distracted
0,2,3,3,3,0.47451857028610733,0.5973493902441787,0.9191874617263858,1.0,Fatigued
0,1,1,3,1,0.3466202113786524,0.7504753560330479,0.32021474458001215,0.3160233959861374,Relaxed
1,2,1,3,0,0.5594421422951766,0.29945769003312156,0.26542872735939016,0.0534857996088973,Focused
2,1,3,1,2,0.4379260307456246,0.693507072498343,0.9548888735089011,0.6009694429296356,Fatigued
1,2,1,2,1,0.5502767103737728,0.5327179234536162,0.3016479359666038,0.30137868956813524,Focused
0,0,2,3,2,0.2746513710388952,0.7112530703143931,0.6705218055020391,0.6358984374511344,Fatigued
3,3,2,2,3,0.8729059693473216,0.1999177323812121,0.6554524297433473,1.0,Fatigued
2,1,1,2,3,0.49328342842769324,0.4271115097116161,0.27291439578915055,0.9833050927884747,Distracted
1,3,2,1,2,0.5748647265762865,0.4448092406390923,0.7187286575931874,0.6153257551106999,Fatigued
1,0,2,1,0,0.13058464649852985,0.8001480677395018,0.7573913920457526,0.0,Fatigued
1,2,1,1,3,0.48647960254315836,0.5391257869404954,0.2981280302456172,1.0,Distracted
0,1,1,3,0,0.34535570425456025,0.6523472830318505,0.3508124961884637,0.037933317034871517,Relaxed
1,1,1,3,2,0.43575333786288933,0.5703106522303696,0.29444390836271533,0.655755632136091,Distracted
1,0,1,0,1,0.20599460377418716,0.8059544768688006,0.3848353890903373,0.39233730230444064,Relaxed
2,1,3,0,3,0.3683646384682191,0.7120361337979045,1.0,0.947773446627973,Fatigued
0,2,2,0,1,0.25381746493665913,0.758126720835977,0.6603352055948039,0.3446417656194334,Fatigued
1,2,1,2,0,0.6053629471923475,0.3430320344074661,0.24492290449640342,0.02889834776303707,Focused
1,2,0,1,2,0.5006497604765016,0.5061100065113828,0.0,0.569437126437595,Focused
1,1,1,3,1,0.45081966874586443,0.5587694174290945,0.3562893866600424,0.3324038582557359,Focused
0,1,2,1,3,0.1881516965297524,0.8470715975105414,0.6651336705979444,0.9976473029743578,Fatigued
2,1,1,1,2,0.4585903432087854,0.585272086665892,0.30110368957071376,0.6959959064079898,Distracted
2,2,2,1,3,0.5668271845904149,0.4238967760485269,0.552733656238868,1.0,Distracted
1,0,1,1,0,0.21796190532855822,0.7871972472308968,0.2903430831982636,0.0,Relaxed
1,1,0,1,2,0.36010842771407403,0.5424845256800754,0.0016503643151521835,0.6450085492804998,Relaxed
2,0,1,0,2,0.3186468310231646,0.7524276829556326,0.3270837386112935,0.669756909656052,Distracted
2,0,2,1,2,0.35066118999700013,0.6329041471928019,0.7243528524427835,0.7847484135406791,Fatigued
1,2,0,2,3,0.529018263264278,0.49344066504116507,0.07305532602739141,0.9344707666283912,Distracted
2,0,1,0,3,0.3699607939881755,0.714317972371487,0.36564898151306024,0.9789132492201817,Distracted
2,0,3,1,2,0.24553881525833204,0.6958104012677889,1.0,0.7448914652283689,Fatigued
2,1,1,3,3,0.621702686746973,0.42981797453215836,0.34673317724479685,1.0,Distracted
0,2,3,2,3,0.32752213769124994,0.6848856525002497,0.9179653866869396,1.0,Fatigued
1,2,0,1,1,0.4908010739663806,0.5164387762048044,0.11954563033917093,0.3252018696898655,Focused
1,1,1,3,3,0.49468735669095687,0.46310579057207835,0.4235876889704845,1.0,Distracted
3,3,1,3,1,1.0,0.02942591576028776,0.33545959333881925,0.3570110371832602,Stressed
1,0,1,1,2,0.17989485633176006,0.7967258744583807,0.3714138174140216,0.7329560633049671,Distracted
1,3,2,0,3,0.5025636038192669,0.5516725664584687,0.6678265160305333,1.0,Fatigued
1,3,2,3,0,0.7036166967329928,0.2944050504435189,0.6821306716525393,0.03448162646722724,Fatigued
3,3,1,1,3,0.8808591705320217,0.0009481376372677264,0.28882725384819863,0.9211276180343,Stressed
1,1,2,1,1,0.38115274000512667,0.6075468633999739,0.6894203482227739,0.32959471763058384,Fatigued
1,3,1,2,3,0.7117881141365733,0.26261666550474094,0.33257518626556165,0.9803563451447077,Stressed
2,1,0,1,1,0.3884104955294373,0.5179760086417083,0.0,0.42888352418725006,Relaxed
2,1,0,3,2,0.7474971203975724,0.28956543941674884,0.0,0.6201918284125694,Stressed
1,0,0,1,2,0.1790722924375731,0.7351865283349865,0.0,0.6337316618779011,Relaxed
1,0,2,3,0,0.3101855606984499,0.7492749473245713,0.6532123545791905,0.0,Fatigued
1,0,1,3,2,0.32875918771658946,0.6351771630069192,0.39058752771334876,0.6569057555150914,Distracted
1,1,1,0,3,0.202393531515771,0.7646196204988067,0.31076003282461656,0.9825199700736182,Distracted
2,0,2,0,0,0.258373246874329,0.7475999039822462,0.6371141686432653,0.0,Relaxed
0,0,1,1,2,0.17400505808749128,0.7937887272286719,0.31455958696188363,0.6625412011655748,Distracted
3,0,1,0,0,0.46129181864481417,0.5794965647840834,0.35816312659299926,0.02426205670750744,Focused
0,3,1,2,1,0.550771163034788,0.4493790843388498,0.3420167706707747,0.24166781458774517,Focused
2,0,1,1,1,0.38890108475702806,0.6365253197311947,0.21919229135672413,0.3003319932344254,Relaxed
0,0,2,3,0,0.2242650262501929,0.7151936039956331,0.6754973756885977,0.0,Fatigued
3,1,2,1,1,0.5436531790846945,0.40663203248336605,0.5983978054855231,0.41907438490452614,Focused
3,1,3,2,0,0.6799018936294039,0.1488028284267552,0.9986486304770977,0.02182288798030674,Fatigued
2,1,0,1,2,0.45802850114519505,0.5336227952998478,0.0,0.6559044166934714,Distracted
1,0,1,2,0,0.33868264212878824,0.6576831901567116,0.2952438039026162,0.014721051724375645,Relaxed
1,1,2,1,2,0.28293712901796375,0.8052925689071938,0.6266527600451117,0.6135073841376649,Relaxed
1,2,1,1,2,0.42165675934661356,0.4965112319116497,0.27639168838714495,0.7073741113396105,Distracted
3,3,2,3,1,0.9589498580732934,0.10370278476991535,0.6420966721931354,0.3833195786365308,Stressed
2,0,2,1,2,0.3715445860335667,0.6601022236334171,0.6183579913235427,0.745911646526881,Distracted
2,2,1,0,1,0.5493451701379908,0.45219462224750806,0.35723280394286633,0.3104077747358981,Focused
0,2,1,1,1,0.43740822323513484,0.4818291774543335,0.27661170841697336,0.349490316633368,Focused
0,0,2,3,2,0.156397230423008,0.8529393798068908,0.6340942223649921,0.6004058382478814,Relaxed
2,2,2,2,0,0.6521616713375461,0.32392389469737687,0.6548500314161553,0.0,Fatigued
0,0,2,2,2,0.2749456708110932,0.6581866565808456,0.7118747396988742,0.7624733702830675,Fatigued
1,0,1,3,0,0.342231327014654,0.7275796219922553,0.37629387022611405,0.0,Relaxed
1,0,1,2,1,0.24831210463312192,0.7144128883056001,0.28253896811303747,0.3179955754075917,Relaxed
0,0,1,0,2,0.0,0.9395865688540735,0.28114307810031325,0.7437282071667703,Distracted
0,1,1,0,1,0.1742193665915168,0.8396213291692723,0.41385743826069327,0.31828622464103545,Relaxed
2,0,2,0,3,0.16720092134316444,0.7664565310674305,0.7754649330249199,1.0,Fatigued
1,2,2,3,0,0.6651041786307084,0.39276372738189896,0.6114145051524755,0.0,Focused
